Date,Last
2022-10-20,34450
2022-10-21,35080
2022-10-24,32780
2022-10-25,34500
2022-10-26,34010
2022-10-27,34790
2022-10-28,34900
2022-10-31,35500
2022-11-01,35900
2022-11-02,37480
2022-11-03,36000
2022-11-04,36840
2022-11-08,37500
2022-11-09,39000
2022-11-10,39700
2022-11-11,40500
2022-11-15,41000
2022-11-16,41220
2022-11-17,41800
2022-11-18,41500
2022-11-21,41200
2022-11-22,41700
2022-11-23,41600
2022-11-24,41400
2022-11-25,41900
2022-11-28,40880
2022-11-29,40700
2022-11-30,40000
2022-12-01,38400
2022-12-02,40000
2022-12-05,40000
2022-12-06,40160
2022-12-07,39200
2022-12-09,39980
2022-12-12,40000
2022-12-13,40400
2022-12-14,40400
2022-12-15,41400
2022-12-16,42000
2022-12-19,42420
2022-12-20,41200
2022-12-21,41100
2022-12-22,39820
2022-12-23,41100
2022-12-26,40410
2022-12-27,40410
2022-12-28,41440
2022-12-29,42500
2023-01-02,41500
2023-01-03,41400
2023-01-04,42000
2023-01-05,42750
2023-01-06,42100
2023-01-10,43050
2023-01-11,44000
2023-01-12,43490
2023-01-13,43480
2023-01-16,43000
2023-01-17,42980
2023-01-18,42980
2023-01-19,42800
2023-01-20,43490
2023-01-23,43090
2023-01-24,42800
2023-01-25,42080
2023-01-26,41920
2023-01-27,42100
2023-01-30,41900
2023-01-31,41990
2023-02-01,41800
2023-02-02,42000
2023-02-03,41760
2023-02-06,41800
2023-02-07,41800
2023-02-08,41600
2023-02-09,41390
2023-02-10,40500
2023-02-13,40000
2023-02-14,38230
2023-02-15,38000
2023-02-16,39400
2023-02-17,39400
2023-02-20,39370
2023-02-21,38800
2023-02-22,38700
2023-02-23,37100
2023-02-24,37000
2023-02-27,37480
2023-02-28,35900
2023-03-01,36450
2023-03-02,36550
2023-03-03,37140
2023-03-06,37900
2023-03-07,38680
2023-03-08,39000
2023-03-09,38100
2023-03-10,36500
2023-03-13,34110
2023-03-14,34100
2023-03-15,31460
2023-03-16,31010
2023-03-17,31400
2023-03-21,32400
2023-03-22,32900
2023-03-23,32840
2023-03-24,34000
2023-03-27,33760
2023-03-28,32250
2023-03-29,32800
2023-03-30,33700
2023-03-31,34990
2023-04-03,35000
2023-04-04,34900
2023-04-05,35300
2023-04-10,35980
2023-04-11,37000
2023-04-12,37980
2023-04-13,37400
2023-04-14,39170
2023-04-17,39510
2023-04-18,39200
2023-04-19,38980
2023-04-20,38880
2023-04-21,38650
2023-04-24,38700
2023-04-25,38300
2023-04-26,37000
2023-04-27,35110
2023-04-28,36000
2023-05-02,34800
2023-05-03,34800
2023-05-04,35000
2023-05-05,35000
2023-05-08,34320
2023-05-09,34600
2023-05-10,34370
2023-05-11,33670
2023-05-12,33200
2023-05-15,32240
2023-05-16,32010
2023-05-17,31900
